#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-08-17T20:54:41 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-17T20:54:41	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-sort=_r&-c=12 36 47.76 +62 13 0.51&-c.eq=J2000&-c.r= 20&-c.u=arcmin&-c.geom=r&-source=VII/281/glade2&-order=I&-out=Dist&Dist=&gt;0&-out=z&z=&gt;0&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	-c=189.199000+62.216808,rm=20.	
#Constraint -bmark=POST

#RESOURCE=yCat_7281
#Name: VII/281
#Title: GLADE v2.3 catalog (Dalya+, 2018)
#INFO	ivoid=ivo://cds.vizier/vii/281	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/281	    IVOID of underlying data collection
#INFO	creator=Dalya G.	    First author or institution
#INFO	cites=bibcode:2018MNRAS.479.2374D	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/281	    Dataset landing page
#INFO	publication_date=2024-02-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_281_glade2:
#Name: VII/281/glade2
#Title: GLADE v2.3 catalog (Galaxy List for the Advanced Detector Era)
#Column	Dist	(F20.14)	? Luminosity distance	[ucd=pos.distance]
#Column	z	(F18.15)	? Redshift	[ucd=src.redshift]
Dist|z
Mpc|
--------------------|------------------
 2618.17999999999984| 0.464280202140000
 2546.82999999999993| 0.453723496862000
 2558.59000000000015| 0.455468177734000
 2546.82999999999993| 0.453723496862000
 2546.82999999999993| 0.453723496862000
 2546.82999999999993| 0.453723496862000
 4425.88000000000011| 0.713905226953000
 2618.17999999999984| 0.464280202140000
 1629.29999999999995| 0.310928675464000
 3926.44999999999982| 0.647816933908000
 1621.80999999999995| 0.309699334850000
 1621.80999999999995| 0.309699334850000
 2546.82999999999993| 0.453723496862000
 6367.96000000000004| 0.956772041262000
 1621.80999999999995| 0.309699334850000
 3076.09999999999991| 0.530532715266000
 3090.30000000000018| 0.532548926274000
 2344.23000000000002| 0.423366091683000
 2228.44000000000005| 0.405746872873000
  963.82899999999995| 0.196258328129000
 5321.07999999999993| 0.828293754147000
 2618.17999999999984| 0.464280202140000
 5128.60999999999967| 0.804091452046000
 8203.52000000000044| 1.171818117250000
 7906.78999999999996| 1.137786105220000
19142.59999999999854| 2.318552522460000
 8830.79999999999927| 1.242976142390000
  467.73500000000001| 0.101296700648000
 3647.53999999999996| 0.610069205035000
 5546.26000000000022| 0.856364005782000
 5105.05000000000018| 0.801114910557000
 5970.35000000000036| 0.908562024227000
  407.38000000000000| 0.088986494493200
20511.59999999999854| 2.452980569960000
 5780.96000000000004| 0.885354016026000
 3104.55999999999995| 0.534571227286000
 2630.26999999999998| 0.466062263031000
 5152.28999999999996| 0.807079963540000
 1499.68000000000006| 0.289479474740000
 6397.35000000000036| 0.960308042512000
 4405.55000000000018| 0.711249565625000
39445.69999999999709| 4.216409193080000
 8830.79999999999927| 1.242976142390000
 2098.94000000000005| 0.385792452896000
 1621.80999999999995| 0.309699334850000
 2642.40999999999985| 0.467849783925000
 5128.60999999999967| 0.804091452046000
 5942.92000000000007| 0.905210023042000
 2618.17999999999984| 0.464280202140000
 2421.03000000000020| 0.434942137471000
 8241.37999999999920| 1.176144118780000
 4698.93999999999960| 0.749308724654000
 2421.03000000000020| 0.434942137471000
 3076.09999999999991| 0.530532715266000
 2606.15000000000009| 0.462504861252000
33113.09999999999854| 3.641920990080000
 7277.80000000000018| 1.064770079420000
 6397.35000000000036| 0.960308042512000
 8165.81999999999971| 1.167508115730000
  963.82899999999995| 0.196258328129000
 2831.38999999999987| 0.495437497719000
 2630.26999999999998| 0.466062263031000
 9204.50000000000000| 1.284894157210000
 5970.35000000000036| 0.908562024227000
 8241.37999999999920| 1.176144118780000
 5997.90999999999985| 0.911924025415000
 3090.30000000000018| 0.532548926274000
 3614.09999999999991| 0.605499182750000
 4425.88000000000011| 0.713905226953000
 2546.82999999999993| 0.453723496862000
  599.79100000000005| 0.127595643798000
 5128.60999999999967| 0.804091452046000
 2741.57000000000016| 0.482380531190000
 5942.92000000000007| 0.905210023042000
 1621.80999999999995| 0.309699334850000
 2618.17999999999984| 0.464280202140000
 5970.35000000000036| 0.908562024227000
 6397.35000000000036| 0.960308042512000
 2454.71000000000004| 0.439992009996000
 2558.59000000000015| 0.455468177734000
 3118.88999999999987| 0.536601508301000
 5915.61999999999989| 0.901872021863000
 3419.78999999999996| 0.578745589373000
 1836.53999999999996| 0.344480812240000
 6367.96000000000004| 0.956772041262000
 7413.10000000000036| 1.080580085010000
 8203.52000000000044| 1.171818117250000
 6397.35000000000036| 0.960308042512000
 3090.30000000000018| 0.532548926274000
 6760.82999999999993| 1.003778057870000
 6397.35000000000036| 0.960308042512000
 6338.69999999999982| 0.953246040016000
 1621.80999999999995| 0.309699334850000
 6194.40999999999985| 0.935810033855000
 3265.88000000000011| 0.557302058651000
 2238.71999999999980| 0.407319563660000
 4897.78999999999996| 0.774796437398000
 3090.30000000000018| 0.532548926274000
 2322.73999999999978| 0.420111300056000
10280.20000000000073| 1.403806199220000
 5105.05000000000018| 0.801114910557000
 5970.35000000000036| 0.908562024227000
28973.40000000000146| 3.259236854850000
 3926.44999999999982| 0.647816933908000
 2322.73999999999978| 0.420111300056000
 3104.55999999999995| 0.534571227286000
 3926.44999999999982| 0.647816933908000
 3819.44000000000005| 0.633410086705000
  648.63400000000001| 0.137117678559000
 6053.40999999999985| 0.918688027805000
 2618.17999999999984| 0.464280202140000
 2818.38000000000011| 0.493552326776000
 6426.88000000000011| 0.963860043767000
 5105.05000000000018| 0.801114910557000
 3090.30000000000018| 0.532548926274000
10617.00000000000000| 1.440550212210000
34514.40000000000146| 3.770093035370000
 5970.35000000000036| 0.908562024227000
 8472.27000000000044| 1.202432128070000
 6367.96000000000004| 0.956772041262000
 5128.60999999999967| 0.804091452046000
 3118.88999999999987| 0.536601508301000
 2831.38999999999987| 0.495437497719000
 2951.21000000000004| 0.512706436353000
 8016.77999999999975| 1.150430109690000
10666.00000000000000| 1.445878214090000
 5152.28999999999996| 0.807079963540000
 5105.05000000000018| 0.801114910557000
 5915.61999999999989| 0.901872021863000
 5081.59000000000015| 0.798148239074000
 5128.60999999999967| 0.804091452046000
 3118.88999999999987| 0.536601508301000
 4613.18000000000029| 0.738241299121000
 1570.35999999999990| 0.301222050611000
 5649.36999999999989| 0.869132010294000
  407.38000000000000| 0.088986494493200
  487.52800000000002| 0.105292582646000
 8053.77999999999975| 1.154676111190000
 5058.25000000000000| 0.795193537597000
 3090.30000000000018| 0.532548926274000
 7413.10000000000036| 1.080580085010000
 5105.05000000000018| 0.801114910557000
 2147.82999999999993| 0.393357706679000
 3090.30000000000018| 0.532548926274000
 3090.30000000000018| 0.532548926274000
24547.09999999999854| 2.842182707490000
 6081.35000000000036| 0.922088029006000
  480.83900000000000| 0.103944381972000
  405.50900000000001| 0.088601774300900
  405.50900000000001| 0.088601774300900
 5105.05000000000018| 0.801114910557000
28840.29999999999927| 3.246822850470000
